instrument_id,listing_id,quote,quote_date
13599,706,2079.69,2025-04-28T22:00:00Z
13628191844868,353,5160.22,2025-04-30T15:50:00Z
13628238349177,21,8466.0,2025-04-30T17:05:00Z
13628238449188,37,874.05,2025-04-30T15:44:00Z
13628238449201,845,5569.06,2025-04-30T14:07:00Z
13656397870045,44,50.0,2025-04-30T15:35:00Z
136885672782,13,866.0,2025-04-30T19:16:00Z
136885672782,507,966.0,2025-04-30T14:35:00Z
13716800608928,511,2317.75,2025-04-25T06:02:00Z
137522669948,4,116800.0,2025-04-30T15:30:00Z
137523214952,4,12040.0,2025-04-30T15:34:00Z
13758,4,1800.0,2025-04-30T15:30:00Z
13768589597279,512,435.67,2025-04-30T16:02:00Z
138300522708,254,0.0,2005-12-21T06:43:59Z
13846026827169,2779,14.15,2025-04-30T16:09:00Z
13846026827169,65,15.91,2025-04-30T14:15:00Z
13848,254,0.0,1993-09-14T22:00:00Z
13851,250,100.0,2009-11-20T05:00:00Z
139142933090,4,423.0,2025-04-30T15:30:00Z
13925,4,195.0,2025-04-30T15:30:00Z
13938,65,247.68,2025-04-30T14:15:00Z
13956398432511,354,20.92,2025-04-29T22:00:00Z
13957487296018,431,54.59,2025-04-29T22:00:00Z
13962,176,8749.7,2025-04-30T15:00:00Z
13966324310574,65,116.27,2025-04-30T14:15:00Z
13976,254,0.0,2011-12-19T09:26:00Z
13981,466,1777.0,2025-04-30T06:30:00Z
13990,254,0.0,1999-02-09T14:21:00Z
139938026121,1174,32.975,2025-04-30T16:00:00Z
139938026121,2779,34.765,2025-04-30T18:57:00Z
139938026121,65,39.88,2025-04-30T14:15:00Z
139942332518,4,3982.0,2025-04-30T15:30:00Z
140026654146,2779,449.95,2025-04-30T19:55:00Z
140026654146,67,509.5,2025-04-30T14:30:00Z
14007,466,2200.0,2025-04-30T06:30:00Z
14025523146207,1174,38.877,2025-04-30T15:29:00Z
14025523146207,44,41.8,2025-04-30T15:35:00Z
14102,250,100.0,2009-11-20T05:00:00Z
141036484902,2779,3.3,2025-04-30T18:07:00Z
141036484902,53,36.15,2025-04-30T11:30:00Z
14106453809447,4,218.0,2025-04-30T15:30:00Z
141119983294,1174,172.743,2025-04-30T15:29:00Z
141119983294,67,210.5,2025-04-30T14:30:00Z
141120142298,65,44.38,2025-04-30T14:15:00Z
141324047515,13,727.0,2025-04-30T17:55:00Z
141324047515,507,814.0,2025-04-30T14:35:00Z
14138268098685,65,47.55,2025-04-30T14:15:00Z
14159,466,4800.0,2025-04-30T06:30:00Z
14162,250,100.0,2009-11-20T05:00:00Z
14166,4,575.0,2025-04-28T15:30:00Z
14207912886751,205,0.0001,2024-09-26T04:40:00Z
14218,254,0.0,2002-12-11T11:29:17Z
142502119780,431,39.68,2025-04-29T22:00:00Z
14269369928071,111,23.87,2025-04-30T15:17:00Z
142848746771,104,81.05,2025-04-30T14:08:00Z
142876625070,2779,131.88,2025-04-30T19:18:00Z
142876625070,67,150.71,2025-04-30T14:30:00Z
14321808904146,1174,18.813,2025-04-30T16:00:00Z
14321808904146,2779,19.845,2025-04-30T19:59:00Z
14321808904146,48,237.9,2025-04-30T14:45:00Z
143390373036,4,0.078,2025-04-30T12:31:00Z
14345226813826,65,180.26,2025-04-30T14:15:00Z
14345328614423,431,32.676,2025-04-29T22:00:00Z
143463195708,65,39.41,2025-04-30T14:15:00Z
143483124386,1174,250.57,2025-04-30T15:29:00Z
143483124386,2779,273.0,2025-04-30T19:57:00Z
143483124386,65,309.27,2025-04-30T14:15:00Z
14381846838522,1174,910.191,2025-04-25T16:00:00Z
144081082069,361,16.92,2025-04-30T14:35:00Z
144609185644,1174,20.953,2025-04-30T16:00:00Z
144609185644,38,22.31,2025-04-30T15:55:00Z
14469017813373,254,0.0,2009-04-25T00:00:00Z
144920503833,106,39580.0,2025-04-30T13:30:00Z
14494034945310,1174,311.096,2025-04-30T16:00:00Z
14494034945310,2779,334.2,2025-04-30T19:59:00Z
14494034945310,67,380.11,2025-04-30T14:30:00Z
145205748577,4411,406.8,2025-04-29T10:40:00Z
145206349599,4411,187.18,2025-04-29T10:40:00Z
145206396603,4411,323.95,2025-04-29T10:40:00Z
145211380624,4411,135.76,2025-04-29T10:40:00Z
145354805720,2779,400.5,2025-04-30T16:51:00Z
145354805720,67,459.01,2025-04-30T14:30:00Z
145360159588,4411,157.18,2025-04-29T10:40:00Z
14548,254,0.0,2008-07-22T15:21:00Z
145810307922,707,331.3,2025-04-29T22:00:00Z
14588482442464,44,227.1,2025-04-30T15:35:00Z
14631628377189,4,67.0,2025-04-30T15:30:00Z
14631643877286,4,146.8,2025-04-30T15:30:00Z
14631654177397,4,144.0,2025-04-30T15:30:00Z
14631659877433,4,96.4,2025-04-30T15:30:00Z
146679426797,13,13.5,2025-04-30T13:29:00Z
146679426797,65,15.51,2025-04-30T14:15:00Z
147017909558,44,19.89,2025-04-30T15:35:00Z
14743185651948,1174,74.112,2025-04-30T15:29:00Z
14743185651948,2779,78.24,2025-04-30T17:01:00Z
14743185651948,65,89.12,2025-04-30T14:15:00Z
147611656484,4411,122.98,2025-04-29T10:40:00Z
147619890316,1174,109.757,2025-04-30T16:00:00Z
147619890316,2779,119.98,2025-04-30T19:53:00Z
147619890316,67,135.58,2025-04-30T14:30:00Z
147857550308,254,0.0,2009-12-15T13:22:00Z
14805984636737,7,3319.0,2025-04-30T15:38:00Z
14805999936925,310,40669.36,2025-04-30T15:07:00Z
14806181637874,148,0.82335,2025-04-29T22:37:00Z
14813084058154,234,36145.0,2025-04-30T13:01:00Z
14829481298345,65,47.75,2025-04-30T14:15:00Z
148315082143,4,185.4,2025-04-30T15:30:00Z
14832110218809,104,112.8,2025-04-30T14:08:00Z
14832110218809,361,10.76,2025-04-30T14:35:00Z
14832114618848,69,209.97,2025-04-30T14:15:00Z
14832118918887,2779,5.58,2025-04-30T19:40:00Z
14832118918887,365,6.31,2025-04-30T13:59:00Z
14864969325114,431,2430.72,2025-04-28T22:00:00Z
14889919285006,4,822.0,2025-04-30T15:39:00Z
14943,104,6.28,2025-04-30T14:08:00Z
14943,2779,0.703,2025-04-30T20:02:00Z
15046545320580,4,239.5,2025-04-30T15:30:00Z
151317068182,3319,621.4,2025-04-30T17:17:00Z
151317068182,4,582.4,2025-04-30T15:35:00Z
15166135637947,19,7.15,2025-04-30T15:25:00Z
15166135637947,67,8.24,2025-04-30T14:30:00Z
15186165132217,4,16479.15,2025-04-30T15:40:00Z
15186170632290,4,30685.04,2025-04-30T15:30:00Z
15186176132345,353,1224.45,2025-04-30T15:50:00Z
15220486623999,16,3.771,2025-04-30T19:56:00Z
15220486623999,9760,4.3122,2025-04-30T13:20:00Z
152527639212,44,3.28,2025-04-30T15:35:00Z
152710021634,4,2.0,2025-04-30T15:30:00Z
152795183093,4,3.22,2025-04-30T15:30:00Z
15279535516955,4,121.6,2025-04-30T15:30:00Z
15287548357408,44,21.72,2025-04-30T15:37:00Z
153225259942,1058,12.06,2025-04-30T15:35:00Z
153225259942,1174,11.162,2025-04-30T15:29:00Z
153305559425,4,318.5,2025-04-30T15:30:00Z
153420700585,1174,34.92,2025-04-30T15:29:00Z
153420700585,44,37.51,2025-04-30T15:36:00Z
15347790978793,67,74.21,2025-04-30T14:30:00Z
154255955942,1174,49.243,2025-04-30T15:29:00Z
154255955942,1703,52.81,2025-04-30T15:36:00Z
15436770447283,67,34.2,2025-04-30T14:30:00Z
154599072891,9760,230.17,2025-04-30T20:21:00Z
15460959714236,3230,47.8517,2025-04-30T16:15:00Z
154871676607,1174,31.826,2025-04-30T15:29:00Z
154871676607,44,34.2,2025-04-30T15:38:00Z
154885712285,254,1000.0,2018-11-07T07:20:50Z
154886250515,178,8751.55,2025-04-30T21:45:00Z
154886915783,1174,15.87,2025-04-30T15:29:00Z
154886915783,44,17.25,2025-04-30T15:36:00Z
154887117729,104,51.35,2025-04-30T14:08:00Z
154888576815,106,3654.0,2025-04-30T13:30:00Z
154888576815,365,26.0,2025-04-30T07:45:00Z
154889413065,2779,4.99,2025-04-30T18:07:00Z
154889413065,65,5.72,2025-04-30T14:15:00Z
154894812226,354,2.54,2025-01-27T12:12:01Z
154895172836,1174,87.241,2025-04-30T16:00:00Z
154895172836,44,93.94,2025-04-30T15:40:00Z
154895172836,67,108.92,2025-04-30T14:30:00Z
154895568776,999,0.35,2002-03-05T23:00:00Z
154974389651,13,0.001,2012-12-04T16:41:00Z
15528838753306,254,0.0,2021-07-13T15:07:05Z
15591940631863,2779,4.682,2025-04-30T19:11:00Z
15591940631863,48,54.6,2025-04-30T14:45:00Z
15594,6921,17.985,2025-04-30T15:45:00Z
15601206015537,361,2.968,2025-04-30T14:35:00Z
15641,254,0.0,1993-03-31T22:00:00Z
15642,250,100.0,2009-11-20T05:00:00Z
15646,466,1360.0,2025-04-30T06:30:00Z
15652554775376,176,24998.0,2025-04-30T21:51:00Z
15652554775377,176,25822.0,2025-04-30T21:51:00Z
15652571975536,176,940.5,2025-04-30T21:38:00Z
15652571975538,176,974.0,2025-04-30T15:00:00Z
15652586375661,176,2721.46,2025-04-30T15:00:00Z
15652586375662,176,26.92,2025-04-30T15:00:00Z
156789296029,361,0.1282,2025-04-30T14:35:00Z
15710,1174,238.101,2025-04-30T16:00:00Z
15710,44,255.3,2025-04-30T15:41:00Z
15723,201,0.0,1599-12-31T23:25:52Z
15724,201,0.0,1599-12-31T23:25:52Z
15729,466,1110.0,2025-04-30T09:56:00Z
15730,466,980.0,2025-04-30T06:30:00Z
15739,9760,3979.87,2025-04-29T09:06:00Z
15762,106,341.5,2025-04-30T13:30:00Z
15762668269402,466,435.0,2025-04-30T06:30:00Z
15837,13,120.54,2025-04-30T14:09:00Z
15837,65,140.72,2025-04-30T14:15:00Z
15851174174367,104,5.17,2025-04-30T14:08:00Z
15851174174367,2779,0.579,2025-04-30T20:02:00Z
15894681034281,2779,65.228,2025-04-30T19:58:00Z
159200928010,44,11.88,2025-04-30T15:35:00Z
159354000086,4,125.9,2025-04-30T15:36:00Z
159382374155,1174,42.21,2025-04-30T15:29:00Z
159382374155,1703,45.305,2025-04-30T15:36:00Z
15970011320135,4411,259.9,2025-04-29T10:40:00Z
15970039720766,4411,220.5,2025-04-29T10:40:00Z
15970048620928,4411,131.12,2025-04-29T10:40:00Z
15970431924962,4411,96.01,2025-04-29T10:40:00Z
15970439125001,4411,107.17,2025-04-29T10:40:00Z
15970459325189,4411,184.39,2025-04-29T10:40:00Z
15970465525298,4411,92.4,2025-04-29T10:40:00Z
159815338506,1703,186.82,2025-04-30T15:36:00Z
159815338506,4,174.32,2025-04-30T15:04:00Z
159899066970,65,244.62,2025-04-30T14:15:00Z
15990,466,3500.0,2025-04-30T12:23:00Z
15999,1174,75.609,2025-04-30T16:00:00Z
15999,13,79.28,2025-04-30T16:58:00Z
15999,65,90.95,2025-04-30T14:15:00Z
16005395452866,1174,48.549,2025-04-30T16:00:00Z
16005395452866,13,52.2,2025-04-30T17:15:00Z
16005395452866,65,59.15,2025-04-30T14:15:00Z
160590563507,106,11830.0,2025-04-30T13:30:00Z
160590563507,13,73.0,2025-04-30T19:50:00Z
160997468773,1330,0.0,2020-05-28T06:35:02Z
161022757815,6921,19.816,2025-04-30T15:45:00Z
16160,4411,61.52,2025-04-29T10:40:00Z
161618747889,4,694.0,2025-04-30T15:30:00Z
16218,1174,197.878,2025-04-30T16:00:00Z
16218,44,210.6,2025-04-30T15:35:00Z
16218,65,241.82,2025-04-30T14:15:00Z
16249,254,0.0,2008-12-11T14:49:58Z
162926215460,67,80.58,2025-04-30T14:30:00Z
163326571821,2021,233.373,2025-04-30T07:46:00Z
16367088505464,354,16.39,2025-04-28T22:00:00Z
16368344407060,16,44.295,2025-04-30T19:56:00Z
16368350407238,4,136.46,2025-04-30T14:41:00Z
164048097316,1174,20.706,2025-04-30T15:29:00Z
164048097316,13,22.19,2025-04-30T14:22:00Z
164048097316,61,34.71,2025-04-30T14:10:00Z
164048097316,65,25.18,2025-04-30T14:15:00Z
16432,65,29.8,2025-04-30T14:15:00Z
16450,65,15.93,2025-04-30T14:15:00Z
16522510392897,67,173.3,2025-04-30T14:30:00Z
16523,1174,305.233,2025-04-30T15:29:00Z
16523,67,374.98,2025-04-30T14:30:00Z
165234863712,25,252.7,2025-04-30T15:55:00Z
16524,1174,78.262,2025-04-30T16:00:00Z
16524,44,84.15,2025-04-30T15:35:00Z
16524,67,97.35,2025-04-30T14:30:00Z
16531,1174,236.87,2025-04-30T15:29:00Z
16531,44,254.2,2025-04-30T15:35:00Z
16531,67,290.92,2025-04-30T14:30:00Z
16544,1174,149.2,2025-04-30T15:29:00Z
16544,65,183.24,2025-04-30T14:15:00Z
16566,65,105.11,2025-04-30T14:15:00Z
165749070462,4,497.0,2025-04-30T15:30:00Z
16577,1174,46.492,2025-04-30T16:00:00Z
16577,2779,50.38,2025-04-30T19:52:00Z
16577,65,56.74,2025-04-30T14:15:00Z
16582,65,22.42,2025-04-30T14:15:00Z
16594,1174,129.387,2025-04-30T16:00:00Z
16594,2779,137.54,2025-04-30T19:50:00Z
16594,65,156.31,2025-04-30T14:15:00Z
16595,65,131.78,2025-04-30T14:15:00Z
16606,67,76.95,2025-04-30T14:30:00Z
16626477759270,13,72.08,2025-04-30T13:38:00Z
16626477759270,65,82.77,2025-04-30T14:15:00Z
16645,67,160.05,2025-04-30T14:30:00Z
16645716971406,354,11.42,2025-04-29T22:00:00Z
16645721271462,2779,64.523,2025-04-30T12:17:00Z
166524308664,44,282.4,2025-04-30T15:35:00Z
166540763704,4,159.6,2025-04-30T15:30:00Z
16657,13,86.0,2025-04-30T19:51:00Z
16657,65,97.25,2025-04-30T14:15:00Z
167060473940,254,0.0,2007-11-02T23:00:00Z
167232045412,106,1803.5,2025-04-30T13:30:00Z
16760,2779,370.32,2025-04-30T19:59:00Z
16760,431,415.7,2025-04-29T22:00:00Z
16761,2779,55.816,2025-04-30T19:58:00Z
16761,431,64.22,2025-04-29T22:00:00Z
167668964481,3319,307.8,2025-04-30T12:50:00Z
167668964481,4,287.6,2025-04-30T15:31:00Z
167669149514,3319,288.1,2025-04-30T17:29:00Z
167669149514,4,269.3,2025-04-30T15:37:00Z
167674024579,3319,100.08,2025-04-30T16:55:00Z
167674024579,4,93.79,2025-04-30T15:38:00Z
167816469660,167,508.28,2025-04-30T17:52:00Z
167816469660,3319,46.3,2025-04-30T12:05:00Z
167816469660,4,43.19,2025-04-30T15:33:00Z
16799015021100,365,0.0,2024-10-24T08:01:26Z
16802102091078,361,10.54,2025-04-30T14:35:00Z
16807,1174,11.859,2025-04-30T15:29:00Z
16807,44,12.37,2025-04-30T15:30:00Z
16807,53,140.05,2025-04-30T11:30:00Z
16808154877323,254,0.0,2005-12-21T13:07:36Z
16811,120,44.46,2025-04-30T15:09:00Z
168452218429,3319,22.84,2025-04-30T11:06:00Z
168452218429,4,21.42,2025-04-30T15:30:00Z
168531445401,186,0.02,2024-10-09T18:45:00Z
168969207001,3319,1.27,2025-04-30T19:08:00Z
168969207001,4,1.2,2025-04-30T15:30:00Z
169038160441,3319,96.92,2025-04-30T13:08:00Z
169038160441,4,91.6,2025-04-30T15:35:00Z
169048415136,3319,9.895,2025-04-30T17:57:00Z
169048415136,4,9.19,2025-04-30T15:31:00Z
16921897634519,354,18.9731,2025-04-28T22:00:00Z
169403426012,254,0.0,2001-05-14T22:00:00Z
169566634219,38,72.53,2025-04-30T09:00:00Z
16973028520646,4411,139.49,2025-04-29T10:40:00Z
